,returns
2020-05-18,0.031485144
2020-05-19,-0.00045152806
2020-05-20,0.03153034
2020-05-21,-0.021662325
2020-05-22,-0.005389438
2020-05-26,0.012282886
2020-05-27,0.027737113
2020-05-28,-0.023206005
2020-05-29,-0.0032588965
2020-06-01,-0.0014993845
2020-06-02,0.0047459807
2020-06-03,-0.060987815
2020-06-04,0.0016061878
2020-06-05,0.008034546
2020-06-08,0.05152839
2020-06-09,-0.026142877
2020-06-10,-0.008329287
2020-06-11,-0.069975466
2020-06-12,0.013865139
2020-06-15,0.011998801
2020-06-16,0.007788346
2020-06-17,-0.0094815865
2020-06-18,-0.0036162
2020-06-19,-0.0049428623
2020-06-22,-0.007550298
2020-06-23,-0.00044819972
2020-06-24,-0.031939182
2020-06-25,-0.006582545
2020-06-26,-0.022345219
2020-06-29,-0.0009177346
2020-06-30,0.033699676
2020-07-01,-0.013208186
2020-07-02,0.010504203
2020-07-06,0.0042152917
2020-07-07,-0.02078551
2020-07-08,-0.011963633
2020-07-09,-0.012691936
2020-07-10,0.022198642
2020-07-13,-0.009684449
2020-07-14,0.0050387196
2020-07-15,0.026906058
2020-07-16,-0.003009196
2020-07-17,0.004943103
2020-07-20,-0.012585698
2020-07-21,-0.005403715
2020-07-22,0.0068441345
2020-07-23,0.00616102
2020-07-24,-0.04995362
2020-07-27,-0.0035280231
2020-07-28,0.008113625
2020-07-29,0.002547033
2020-07-30,-0.030677585
2020-07-31,0.0050033247
2020-08-03,0.0029965332
2020-08-04,0.015582495
2020-08-05,-0.015590029
2020-08-06,-0.0056730136
2020-08-07,0.0073716086
2020-08-10,0.030210128
2020-08-11,0.00059422734
2020-08-12,0.0044552656
2020-08-13,-0.00042332936
2020-08-14,-0.0019149557
2020-08-17,-0.01663793
2020-08-18,-0.0060415575
2020-08-19,-0.0040029953
2020-08-20,0.00094402046
2020-08-21,-0.00047608954
2020-08-24,0.00647159
2020-08-25,0.0055742343
2020-08-26,0.0038277376
2020-08-27,0.00445066
2020-08-28,0.006067051
2020-08-31,-0.0029468942
2020-09-01,-0.0019534826
2020-09-02,0.019079922
2020-09-03,-0.02093188
2020-09-04,-0.006833461
2020-09-08,-0.019549513
2020-09-09,0.008993845
2020-09-10,0.008956268
2020-09-11,0.0026582838
2020-09-14,0.01055995
2020-09-15,0.004668407
2020-09-16,-7.8716315e-05
2020-09-17,-0.005173979
2020-09-18,-0.014796336
2020-09-21,-0.027128208
2020-09-22,0.0003142791
2020-09-23,-0.028018007
2020-09-24,0.0008600162
2020-09-25,0.021730904
2020-09-28,0.022599151
2020-09-29,-0.007164174
2020-09-30,0.00930189
2020-10-01,0.0064335573
2020-10-02,-0.0034748034
2020-10-05,0.006752877
2020-10-06,0.0006124679
2020-10-07,0.026085546
2020-10-08,0.0042338707
2020-10-09,-0.010912863
